unique_geneID	seqnames	start	end	width	strand	PID1185_peak_detected	PID1180_peak_detected	ND_RJH_peak_detected	ND_MK_peak_detected	PID1185_counts	PID1180_counts	ND_RJH_counts	ND_MK_counts	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
2872_chr19_2061266_2061753	chr19	2061266	2061753	488	*	TRUE	TRUE	TRUE	TRUE	55	56	47	35	Distal Intergenic	19	2037465	2051244	13780	2	2872	-10022	ENSG00000099875	MKNK2	MAPK interacting serine/threonine kinase 2
113177_chr19_2096114_2097080	chr19	2096114	2097080	967	*	TRUE	TRUE	TRUE	TRUE	92	120	82	67	Promoter (<=1kb)	19	2096429	2099593	3165	1	113177	0	ENSG00000099840	IZUMO4	IZUMO family member 4
84444_chr19_2151459_2152036	chr19	2151459	2152036	578	*	TRUE	TRUE	TRUE	TRUE	60	61	54	40	5' UTR	19	2163933	2232578	68646	1	84444	-11897	ENSG00000104885	DOT1L	DOT1 like histone lysine methyltransferase
84444_chr19_2163640_2164228	chr19	2163640	2164228	589	*	TRUE	TRUE	TRUE	FALSE	63	67	56	40	Promoter (<=1kb)	19	2163933	2232578	68646	1	84444	0	ENSG00000104885	DOT1L	DOT1 like histone lysine methyltransferase
8943_chr19_2168894_2169322	chr19	2168894	2169322	429	*	TRUE	TRUE	TRUE	TRUE	48	42	56	43	Intron (ENST00000686010.1/84444, intron 1 of 27)	19	2100988	2164468	63481	2	8943	-4426	ENSG00000065000	AP3D1	adaptor related protein complex 3 subunit delta 1
8175_chr19_2236317_2237043	chr19	2236317	2237043	727	*	TRUE	TRUE	TRUE	FALSE	66	55	63	43	Promoter (<=1kb)	19	2236824	2248655	11832	1	8175	0	ENSG00000104897	SF3A2	splicing factor 3a subunit 2
101928602_chr19_2461956_2462428	chr19	2461956	2462428	473	*	TRUE	TRUE	TRUE	FALSE	19	26	35	16	Promoter (<=1kb)	19	2458935	2462185	3251	2	101928602	0	ENSG00000267201	LINC01775	long intergenic non-protein coding RNA 1775
4616_chr19_2474656_2474930	chr19	2474656	2474930	275	*	TRUE	TRUE	TRUE	FALSE	29	39	37	22	Promoter (1-2kb)	19	2476127	2478259	2133	1	4616	-1197	ENSG00000099860	GADD45B	growth arrest and DNA damage inducible beta
4616_chr19_2503507_2504226	chr19	2503507	2504226	720	*	TRUE	TRUE	TRUE	TRUE	51	34	44	37	Distal Intergenic	19	2476127	2478259	2133	1	4616	27380	ENSG00000099860	GADD45B	growth arrest and DNA damage inducible beta
102465838_chr19_2561965_2562248	chr19	2561965	2562248	284	*	TRUE	TRUE	TRUE	FALSE	27	24	18	12	Intron (ENST00000382159.8/2788, intron 2 of 4)	19	2630715	2630793	79	1	102465838	-68467	ENSG00000277904	MIR7850	microRNA 7850
102465838_chr19_2598997_2599699	chr19	2598997	2599699	703	*	TRUE	TRUE	TRUE	TRUE	45	27	58	41	Intron (ENST00000382159.8/2788, intron 2 of 4)	19	2630715	2630793	79	1	102465838	-31016	ENSG00000277904	MIR7850	microRNA 7850
2788_chr19_2702654_2702935	chr19	2702654	2702935	282	*	TRUE	FALSE	TRUE	TRUE	18	14	18	19	Promoter (<=1kb)	19	2511219	2702694	191476	2	2788	0	ENSG00000176533	GNG7	G protein subunit gamma 7
29985_chr19_2739845_2740231	chr19	2739845	2740231	387	*	TRUE	TRUE	TRUE	TRUE	35	40	33	21	Promoter (<=1kb)	19	2717769	2740048	22280	2	29985	0	ENSG00000141873	SLC39A3	solute carrier family 39 member 3
6449_chr19_2783222_2783576	chr19	2783222	2783576	355	*	TRUE	TRUE	TRUE	TRUE	36	42	39	31	Promoter (<=1kb)	19	2754715	2783362	28648	2	6449	0	ENSG00000104969	SGTA	small glutamine rich tetratricopeptide repeat co-chaperone alpha
7064_chr19_2785190_2785601	chr19	2785190	2785601	412	*	TRUE	TRUE	TRUE	TRUE	46	56	48	28	Promoter (<=1kb)	19	2785503	2815807	30305	1	7064	0	ENSG00000172009	THOP1	thimet oligopeptidase 1
115196_chr19_2819678_2820188	chr19	2819678	2820188	511	*	TRUE	TRUE	TRUE	FALSE	37	25	45	23	Promoter (<=1kb)	19	2819868	2836735	16868	1	115196	0	ENSG00000172006	ZNF554	zinc finger protein 554
58492_chr19_2944782_2945486	chr19	2944782	2945486	705	*	TRUE	TRUE	TRUE	TRUE	60	62	64	46	Promoter (<=1kb)	19	2933218	2944971	11754	2	58492	0	ENSG00000175691	ZNF77	zinc finger protein 77
58492_chr19_2950523_2951090	chr19	2950523	2951090	568	*	TRUE	TRUE	TRUE	TRUE	48	45	32	33	Exon (ENST00000624348.1/ENST00000624348.1, exon 1 of 1)	19	2933218	2944971	11754	2	58492	-5552	ENSG00000175691	ZNF77	zinc finger protein 77
79816_chr19_2977157_2977576	chr19	2977157	2977576	420	*	TRUE	TRUE	TRUE	TRUE	35	30	27	24	Promoter (<=1kb)	19	2977538	2995179	17642	1	79816	0	ENSG00000104953	TLE6	TLE family member 6, subcortical maternal complex member
7089_chr19_3035507_3036004	chr19	3035507	3036004	498	*	TRUE	TRUE	TRUE	FALSE	45	44	40	25	Intron (ENST00000426948.6/7089, intron 1 of 18)	19	2997639	3047635	49997	2	7089	11631	ENSG00000065717	TLE2	TLE family member 2, transcriptional corepressor
2769_chr19_3133265_3133711	chr19	3133265	3133711	447	*	TRUE	TRUE	TRUE	FALSE	41	39	32	24	Promoter (2-3kb)	19	3136033	3163749	27717	1	2769	-2322	ENSG00000060558	GNA15	G protein subunit alpha 15
100996351_chr19_3155124_3155441	chr19	3155124	3155441	318	*	TRUE	TRUE	TRUE	FALSE	22	25	24	20	Promoter (<=1kb)	19	3141576	3155175	13600	2	100996351	0	ENSG00000267551	GNA15-DT	GNA15 divergent transcript
56926_chr19_3185705_3186157	chr19	3185705	3186157	453	*	TRUE	TRUE	TRUE	FALSE	42	33	27	31	Promoter (<=1kb)	19	3185563	3209575	24013	1	56926	142	ENSG00000125912	NCLN	nicalin
284422_chr19_3434796_3435446	chr19	3434796	3435446	651	*	TRUE	TRUE	TRUE	TRUE	49	61	47	34	Exon (ENST00000641145.1/4782, exon 6 of 11)	19	3473986	3480525	6540	2	284422	45079	ENSG00000095932	SMIM24	small integral membrane protein 24
83475_chr19_3500576_3501019	chr19	3500576	3501019	444	*	TRUE	TRUE	TRUE	FALSE	42	38	40	24	Promoter (<=1kb)	19	3490821	3500674	9854	2	83475	0	ENSG00000129932	DOHH	deoxyhypusine hydroxylase
51343_chr19_3505955_3506305	chr19	3505955	3506305	351	*	TRUE	TRUE	TRUE	FALSE	42	35	38	26	Promoter (<=1kb)	19	3506311	3538334	32024	1	51343	-6	ENSG00000105325	FZR1	fizzy and cell division cycle 20 related 1
10362_chr19_3557482_3557962	chr19	3557482	3557962	481	*	TRUE	TRUE	TRUE	TRUE	50	43	46	35	5' UTR	19	3572777	3579088	6312	1	10362	-14815	ENSG00000064961	HMG20B	high mobility group 20B
10362_chr19_3572529_3573111	chr19	3572529	3573111	583	*	TRUE	TRUE	TRUE	TRUE	54	77	59	47	Promoter (<=1kb)	19	3572777	3579088	6312	1	10362	0	ENSG00000064961	HMG20B	high mobility group 20B
58509_chr19_3626612_3627293	chr19	3626612	3627293	682	*	TRUE	TRUE	TRUE	TRUE	69	69	51	41	Promoter (<=1kb)	19	3610645	3626815	16171	2	58509	0	ENSG00000105298	CACTIN	cactin, spliceosome C complex subunit
23396_chr19_3700377_3700654	chr19	3700377	3700654	278	*	TRUE	TRUE	TRUE	FALSE	30	24	18	11	Promoter (<=1kb)	19	3630183	3700468	70286	2	23396	0	ENSG00000186111	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
116541_chr19_3762580_3763174	chr19	3762580	3763174	595	*	TRUE	TRUE	TRUE	TRUE	61	58	67	35	Promoter (<=1kb)	19	3762682	3768575	5894	1	116541	0	ENSG00000183617	MRPL54	mitochondrial ribosomal protein L54
4145_chr19_3812292_3812699	chr19	3812292	3812699	408	*	TRUE	TRUE	TRUE	TRUE	46	29	45	23	Intron (ENST00000262961.9/23217, intron 14 of 18)	19	3777970	3802129	24160	2	4145	-10163	ENSG00000007264	MATK	megakaryocyte-associated tyrosine kinase
1613_chr19_3970981_3971418	chr19	3970981	3971418	438	*	TRUE	TRUE	TRUE	FALSE	27	41	33	21	Promoter (<=1kb)	19	3958453	3971123	12671	2	1613	0	ENSG00000167657	DAPK3	death associated protein kinase 3
1938_chr19_3985159_3985572	chr19	3985159	3985572	414	*	TRUE	TRUE	TRUE	FALSE	40	29	34	16	Promoter (<=1kb)	19	3976056	3985463	9408	2	1938	0	ENSG00000167658	EEF2	eukaryotic translation elongation factor 2
51588_chr19_4007265_4007897	chr19	4007265	4007897	633	*	TRUE	TRUE	TRUE	TRUE	68	69	43	32	Promoter (<=1kb)	19	4007736	4039386	31651	1	51588	0	ENSG00000105229	PIAS4	protein inhibitor of activated STAT 4
51341_chr19_4065871_4066147	chr19	4065871	4066147	277	*	TRUE	FALSE	TRUE	TRUE	33	24	32	24	Promoter (<=1kb)	19	4043303	4066899	23597	2	51341	752	ENSG00000178951	ZBTB7A	zinc finger and BTB domain containing 7A
5605_chr19_4123970_4124452	chr19	4123970	4124452	483	*	TRUE	TRUE	TRUE	FALSE	32	36	26	24	Promoter (<=1kb)	19	4090321	4124122	33802	2	5605	0	ENSG00000126934	MAP2K2	mitogen-activated protein kinase kinase 2
84699_chr19_4153417_4153682	chr19	4153417	4153682	266	*	TRUE	TRUE	FALSE	TRUE	17	20	15	18	Promoter (<=1kb)	19	4153631	4173054	19424	1	84699	0	ENSG00000060566	CREB3L3	cAMP responsive element binding protein 3 like 3
10148_chr19_4229262_4229587	chr19	4229262	4229587	326	*	FALSE	TRUE	TRUE	TRUE	16	31	21	23	Promoter (<=1kb)	19	4229523	4237528	8006	1	10148	0	ENSG00000105246	EBI3	Epstein-Barr virus induced 3
55702_chr19_4246884_4247546	chr19	4246884	4247546	663	*	TRUE	TRUE	TRUE	TRUE	75	47	54	43	Promoter (<=1kb)	19	4247080	4269088	22009	1	55702	0	ENSG00000105248	YJU2	YJU2 splicing factor homolog
55620_chr19_4328193_4328752	chr19	4328193	4328752	560	*	TRUE	TRUE	TRUE	TRUE	43	39	62	29	3' UTR	19	4324043	4342786	18744	2	55620	14034	ENSG00000178078	STAP2	signal transducing adaptor family member 2
55620_chr19_4342632_4343721	chr19	4342632	4343721	1090	*	TRUE	TRUE	TRUE	TRUE	128	118	87	66	Promoter (<=1kb)	19	4324043	4342786	18744	2	55620	0	ENSG00000178078	STAP2	signal transducing adaptor family member 2
6455_chr19_4400363_4400597	chr19	4400363	4400597	235	*	FALSE	TRUE	TRUE	TRUE	22	19	20	17	Promoter (<=1kb)	19	4360370	4400547	40178	2	6455	0	ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
10036_chr19_4402293_4402759	chr19	4402293	4402759	467	*	TRUE	TRUE	TRUE	TRUE	47	47	40	28	Promoter (<=1kb)	19	4402640	4448217	45578	1	10036	0	ENSG00000167670	CHAF1A	chromatin assembly factor 1 subunit A
84717_chr19_4471523_4472356	chr19	4471523	4472356	834	*	TRUE	TRUE	TRUE	TRUE	100	98	98	43	Promoter (<=1kb)	19	4472297	4502208	29912	1	84717	0	ENSG00000167674	HDGFL2	HDGF like 2
126282_chr19_4639095_4639618	chr19	4639095	4639618	524	*	TRUE	TRUE	TRUE	TRUE	58	50	57	29	Promoter (<=1kb)	19	4639516	4655568	16053	1	126282	0	ENSG00000185361	TNFAIP8L1	TNF alpha induced protein 8 like 1
56005_chr19_4669939_4670595	chr19	4669939	4670595	657	*	TRUE	TRUE	TRUE	TRUE	38	45	43	35	Promoter (<=1kb)	19	4641374	4670362	28989	2	56005	0	ENSG00000074842	MYDGF	myeloid derived growth factor
91039_chr19_4723622_4724283	chr19	4723622	4724283	662	*	TRUE	TRUE	TRUE	TRUE	59	63	65	46	Promoter (<=1kb)	19	4675224	4724673	49450	2	91039	390	ENSG00000142002	DPP9	dipeptidyl peptidase 9
55527_chr19_4791209_4791853	chr19	4791209	4791853	645	*	TRUE	TRUE	TRUE	TRUE	79	69	63	42	Promoter (<=1kb)	19	4791734	4801273	9540	1	55527	0	ENSG00000141965	FEM1A	fem-1 homolog A
148022_chr19_4831404_4831942	chr19	4831404	4831942	539	*	TRUE	TRUE	TRUE	TRUE	25	37	29	21	Promoter (<=1kb)	19	4815932	4831712	15781	2	148022	0	ENSG00000127666	TICAM1	toll like receptor adaptor molecule 1
10226_chr19_4867595_4867976	chr19	4867595	4867976	382	*	TRUE	TRUE	TRUE	TRUE	32	33	23	23	Promoter (<=1kb)	19	4838341	4867694	29354	2	10226	0	ENSG00000105355	PLIN3	perilipin 3
29128_chr19_4909816_4910259	chr19	4909816	4910259	444	*	TRUE	TRUE	TRUE	FALSE	32	46	26	26	5' UTR	19	4903080	4962154	59075	1	29128	6736	ENSG00000276043	UHRF1	ubiquitin like with PHD and ring finger domains 1
29128_chr19_4915159_4915416	chr19	4915159	4915416	258	*	TRUE	TRUE	TRUE	FALSE	17	21	18	11	Intron (ENST00000612630.4/29128, intron 2 of 16)	19	4903080	4962154	59075	1	29128	12079	ENSG00000276043	UHRF1	ubiquitin like with PHD and ring finger domains 1
23030_chr19_4968590_4969230	chr19	4968590	4969230	641	*	TRUE	TRUE	TRUE	TRUE	93	88	83	68	Promoter (<=1kb)	19	4969113	5153598	184486	1	23030	0	ENSG00000127663	KDM4B	lysine demethylase 4B
6294_chr19_5622602_5623225	chr19	5622602	5623225	624	*	TRUE	TRUE	TRUE	TRUE	64	56	54	31	Promoter (<=1kb)	19	5623035	5668478	45444	1	6294	0	ENSG00000160633	SAFB	scaffold attachment factor B
125988_chr19_5680472_5681188	chr19	5680472	5681188	717	*	TRUE	TRUE	TRUE	TRUE	72	73	68	54	Promoter (<=1kb)	19	5678421	5680516	2096	2	125988	0	ENSG00000174917	MICOS13	mitochondrial contact site and cristae organizing system subunit 13
374875_chr19_5686867_5687311	chr19	5686867	5687311	445	*	TRUE	TRUE	TRUE	TRUE	50	46	54	44	5' UTR	19	5680604	5690327	9724	1	374875	6263	ENSG00000167733	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like
257062_chr19_5720001_5720827	chr19	5720001	5720827	827	*	TRUE	TRUE	TRUE	TRUE	75	70	80	63	Promoter (<=1kb)	19	5720637	5778734	58098	1	257062	0	ENSG00000174898	CATSPERD	cation channel sperm associated auxiliary subunit delta
56931_chr19_5790574_5790996	chr19	5790574	5790996	423	*	TRUE	TRUE	TRUE	FALSE	45	32	37	26	Promoter (<=1kb)	19	5784005	5791225	7221	2	56931	229	ENSG00000141994	DUS3L	dihydrouridine synthase 3 like
56931_chr19_5791047_5791333	chr19	5791047	5791333	287	*	TRUE	TRUE	TRUE	TRUE	33	30	23	21	Promoter (<=1kb)	19	5784005	5791225	7221	2	56931	0	ENSG00000141994	DUS3L	dihydrouridine synthase 3 like
4902_chr19_5803997_5804242	chr19	5803997	5804242	246	*	TRUE	TRUE	TRUE	TRUE	20	26	25	18	Promoter (<=1kb)	19	5805067	5828324	23258	1	4902	-825	ENSG00000171119	NRTN	neurturin
126328_chr19_5903867_5905058	chr19	5903867	5905058	1192	*	TRUE	TRUE	TRUE	TRUE	141	157	150	118	Promoter (<=1kb)	19	5867615	5904006	36392	2	126328	0	ENSG00000174886	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11
100128568_chr19_5977862_5978409	chr19	5977862	5978409	548	*	TRUE	TRUE	TRUE	TRUE	49	66	54	36	Promoter (<=1kb)	19	5978355	6020363	42009	1	100128568	0	ENSG00000266983	RANBP3-DT	RANBP3 divergent transcript
81616_chr19_6110363_6110908	chr19	6110363	6110908	546	*	TRUE	TRUE	TRUE	TRUE	38	48	53	32	5' UTR	19	6135247	6193094	57848	1	81616	-24339	ENSG00000130377	ACSBG2	acyl-CoA synthetase bubblegum family member 2
105372255_chr19_6199431_6199900	chr19	6199431	6199900	470	*	TRUE	TRUE	TRUE	TRUE	34	52	34	20	Promoter (<=1kb)	19	6175873	6199572	23700	2	105372255	0	NA	LOC105372255	uncharacterized LOC105372255
4298_chr19_6279929_6280345	chr19	6279929	6280345	417	*	TRUE	TRUE	TRUE	TRUE	42	59	35	26	Promoter (<=1kb)	19	6210381	6279975	69595	2	4298	0	ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit
8192_chr19_6361408_6361871	chr19	6361408	6361871	464	*	TRUE	FALSE	TRUE	TRUE	36	26	32	31	Promoter (<=1kb)	19	6361531	6370242	8712	1	8192	0	ENSG00000125656	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit
84266_chr19_6372526_6373716	chr19	6372526	6373716	1191	*	TRUE	TRUE	TRUE	TRUE	134	117	112	75	Promoter (<=1kb)	19	6372794	6375250	2457	1	84266	0	ENSG00000125652	ALKBH7	alkB homolog 7
390877_chr19_6393139_6393888	chr19	6393139	6393888	750	*	TRUE	TRUE	TRUE	TRUE	49	45	44	35	Promoter (<=1kb)	19	6393794	6412404	18611	1	390877	0	ENSG00000214347	LOC390877	adenylate kinase isoenzyme 1-like
8570_chr19_6424758_6425573	chr19	6424758	6425573	816	*	TRUE	TRUE	TRUE	TRUE	122	92	88	71	Promoter (<=1kb)	19	6413102	6424811	11710	2	8570	0	ENSG00000088247	KHSRP	KH-type splicing regulatory protein
92359_chr19_6460152_6460733	chr19	6460152	6460733	582	*	TRUE	TRUE	TRUE	FALSE	56	56	43	34	Intron (ENST00000597307.1/79085, intron 2 of 4)	19	6463777	6467221	3445	1	92359	-3044	ENSG00000130545	CRB3	crumbs cell polarity complex component 3
10382_chr19_6516159_6516818	chr19	6516159	6516818	660	*	TRUE	TRUE	TRUE	FALSE	37	52	32	26	Distal Intergenic	19	6494319	6502848	8530	2	10382	-13311	ENSG00000104833	TUBB4A	tubulin beta 4A class IVa
8744_chr19_6516873_6517158	chr19	6516873	6517158	286	*	TRUE	TRUE	TRUE	FALSE	26	24	15	17	Distal Intergenic	19	6531026	6535924	4899	1	8744	-13868	ENSG00000125657	TNFSF9	TNF superfamily member 9
8744_chr19_6522144_6522586	chr19	6522144	6522586	443	*	TRUE	TRUE	TRUE	FALSE	36	34	25	15	Distal Intergenic	19	6531026	6535924	4899	1	8744	-8440	ENSG00000125657	TNFSF9	TNF superfamily member 9
8744_chr19_6530673_6531393	chr19	6530673	6531393	721	*	TRUE	TRUE	TRUE	FALSE	63	66	45	31	Promoter (<=1kb)	19	6531026	6535924	4899	1	8744	0	ENSG00000125657	TNFSF9	TNF superfamily member 9
8744_chr19_6551904_6552337	chr19	6551904	6552337	434	*	TRUE	TRUE	TRUE	TRUE	31	29	25	21	Distal Intergenic	19	6531026	6535924	4899	1	8744	20878	ENSG00000125657	TNFSF9	TNF superfamily member 9
8740_chr19_6639418_6639738	chr19	6639418	6639738	321	*	TRUE	TRUE	TRUE	FALSE	20	19	19	16	Distal Intergenic	19	6661253	6670588	9336	2	8740	30850	ENSG00000125735	TNFSF14	TNF superfamily member 14
8740_chr19_6654963_6655333	chr19	6654963	6655333	371	*	TRUE	TRUE	TRUE	FALSE	32	27	22	18	Distal Intergenic	19	6661253	6670588	9336	2	8740	15255	ENSG00000125735	TNFSF14	TNF superfamily member 14
8740_chr19_6669755_6670473	chr19	6669755	6670473	719	*	TRUE	TRUE	TRUE	TRUE	65	50	79	51	Promoter (<=1kb)	19	6661253	6670588	9336	2	8740	115	ENSG00000125735	TNFSF14	TNF superfamily member 14
8740_chr19_6674894_6675259	chr19	6674894	6675259	366	*	TRUE	TRUE	TRUE	TRUE	47	33	40	33	Distal Intergenic	19	6661253	6670588	9336	2	8740	-4306	ENSG00000125735	TNFSF14	TNF superfamily member 14
8740_chr19_6678701_6679029	chr19	6678701	6679029	329	*	TRUE	FALSE	TRUE	TRUE	32	25	35	23	Intron (ENST00000245907.11/718, intron 38 of 40)	19	6661253	6670588	9336	2	8740	-8113	ENSG00000125735	TNFSF14	TNF superfamily member 14
56927_chr19_6737512_6737974	chr19	6737512	6737974	463	*	TRUE	TRUE	TRUE	TRUE	66	56	66	52	Promoter (<=1kb)	19	6729914	6737580	7667	2	56927	0	ENSG00000125734	GPR108	G protein-coupled receptor 108
10045_chr19_6767337_6768046	chr19	6767337	6768046	710	*	TRUE	TRUE	TRUE	TRUE	66	78	58	48	Promoter (<=1kb)	19	6752160	6767463	15304	2	10045	0	ENSG00000125731	SH2D3A	SH2 domain containing 3A
7409_chr19_6772352_6772828	chr19	6772352	6772828	477	*	TRUE	TRUE	TRUE	FALSE	53	34	47	31	Promoter (<=1kb)	19	6772708	6857366	84659	1	7409	0	ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1
7409_chr19_6801421_6801701	chr19	6801421	6801701	281	*	TRUE	TRUE	TRUE	FALSE	17	22	16	7	Intron (ENST00000602142.6/7409, intron 1 of 26)	19	6772708	6857366	84659	1	7409	28713	ENSG00000141968	VAV1	vav guanine nucleotide exchange factor 1
653657_chr19_7069094_7069833	chr19	7069094	7069833	740	*	TRUE	TRUE	TRUE	TRUE	70	65	62	37	Promoter (<=1kb)	19	7056207	7069665	13459	2	653657	0	ENSG00000182315	MBD3L3	methyl-CpG binding domain protein 3 like 3
79230_chr19_7098937_7099613	chr19	7098937	7099613	677	*	TRUE	FALSE	TRUE	TRUE	41	25	40	33	Distal Intergenic	19	7069703	7087968	18266	1	79230	29234	ENSG00000130544	ZNF557	zinc finger protein 557
3643_chr19_7197182_7197463	chr19	7197182	7197463	282	*	TRUE	TRUE	TRUE	FALSE	20	23	19	8	Intron (ENST00000341500.9/3643, intron 2 of 20)	19	7112255	7294414	182160	2	3643	96951	ENSG00000171105	INSR	insulin receptor
3643_chr19_7198005_7198426	chr19	7198005	7198426	422	*	TRUE	TRUE	TRUE	TRUE	34	28	26	24	Intron (ENST00000341500.9/3643, intron 2 of 20)	19	7112255	7294414	182160	2	3643	95988	ENSG00000171105	INSR	insulin receptor
107985284_chr19_7394924_7395327	chr19	7394924	7395327	404	*	TRUE	TRUE	TRUE	FALSE	22	38	26	17	Promoter (<=1kb)	19	7390522	7395039	4518	2	107985284	0	NA	LOC107985284	uncharacterized LOC107985284
374877_chr19_7488881_7489202	chr19	7488881	7489202	322	*	TRUE	TRUE	TRUE	TRUE	25	25	21	18	5' UTR	19	7492976	7508450	15475	1	374877	-3774	ENSG00000198723	TEX45	testis expressed 45
10908_chr19_7535180_7535881	chr19	7535180	7535881	702	*	TRUE	FALSE	TRUE	TRUE	63	49	58	35	Promoter (1-2kb)	19	7533595	7561764	28170	1	10908	1585	ENSG00000032444	PNPLA6	patatin like phospholipase domain containing 6
126006_chr19_7636913_7637216	chr19	7636913	7637216	304	*	TRUE	TRUE	TRUE	FALSE	20	23	27	12	Promoter (<=1kb)	19	7631611	7636990	5380	2	126006	0	ENSG00000174788	PCP2	Purkinje cell protein 2
115704_chr19_7829592_7830296	chr19	7829592	7830296	705	*	TRUE	TRUE	TRUE	TRUE	53	67	58	47	Promoter (<=1kb)	19	7830218	7864976	34759	1	115704	0	ENSG00000142459	EVI5L	ecotropic viral integration site 5 like
10469_chr19_7943572_7944083	chr19	7943572	7944083	512	*	TRUE	TRUE	TRUE	TRUE	71	74	72	38	Promoter (<=1kb)	19	7926718	7943667	16950	2	10469	0	ENSG00000104980	TIMM44	translocase of inner mitochondrial membrane 44
1994_chr19_8005589_8005968	chr19	8005589	8005968	380	*	TRUE	TRUE	TRUE	FALSE	25	30	27	15	Promoter (<=1kb)	19	7958573	8005659	47087	2	1994	0	ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1
79603_chr19_8209417_8209748	chr19	8209417	8209748	332	*	FALSE	TRUE	TRUE	TRUE	20	31	18	22	Promoter (2-3kb)	19	8206736	8262421	55686	1	79603	2681	ENSG00000090661	CERS4	ceramide synthase 4
51293_chr19_8307980_8308489	chr19	8307980	8308489	510	*	TRUE	TRUE	TRUE	FALSE	44	35	39	21	Promoter (<=1kb)	19	8302127	8308358	6232	2	51293	0	ENSG00000167775	CD320	CD320 molecule
4701_chr19_8321127_8321645	chr19	8321127	8321645	519	*	TRUE	TRUE	TRUE	FALSE	46	37	48	24	Promoter (<=1kb)	19	8308283	8321379	13097	2	4701	0	ENSG00000267855	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
256949_chr19_8342534_8342922	chr19	8342534	8342922	389	*	TRUE	TRUE	TRUE	FALSE	25	24	32	18	Promoter (<=1kb)	19	8322584	8343262	20679	2	256949	340	ENSG00000186994	KANK3	KN motif and ankyrin repeat domains 3
256949_chr19_8343135_8343519	chr19	8343135	8343519	385	*	TRUE	TRUE	TRUE	TRUE	27	39	34	23	Promoter (<=1kb)	19	8322584	8343262	20679	2	256949	0	ENSG00000186994	KANK3	KN motif and ankyrin repeat domains 3
51129_chr19_8363810_8364166	chr19	8363810	8364166	357	*	TRUE	TRUE	TRUE	FALSE	21	28	25	17	Promoter (<=1kb)	19	8363299	8374370	11072	1	51129	511	ENSG00000167772	ANGPTL4	angiopoietin like 4
100507567_chr19_8389952_8391041	chr19	8389952	8391041	1090	*	TRUE	TRUE	TRUE	TRUE	97	111	81	79	Promoter (<=1kb)	19	8374372	8390685	16314	2	100507567	0	ENSG00000269386	RAB11B-AS1	RAB11B antisense RNA 1
51257_chr19_8412940_8413434	chr19	8412940	8413434	495	*	TRUE	TRUE	TRUE	TRUE	43	45	42	22	Promoter (<=1kb)	19	8413270	8439017	25748	1	51257	0	ENSG00000099785	MARCHF2	membrane associated ring-CH-type finger 2
4670_chr19_8444665_8445285	chr19	8444665	8445285	621	*	TRUE	TRUE	TRUE	TRUE	37	52	49	23	Promoter (<=1kb)	19	8444767	8489114	44348	1	4670	0	ENSG00000099783	HNRNPM	heterogeneous nuclear ribonucleoprotein M
84330_chr19_8513736_8514277	chr19	8513736	8514277	542	*	TRUE	TRUE	TRUE	TRUE	66	58	50	37	Promoter (<=1kb)	19	8509678	8514167	4490	2	84330	0	ENSG00000133250	ZNF414	zinc finger protein 414
284382_chr19_8702429_8702874	chr19	8702429	8702874	446	*	TRUE	TRUE	TRUE	TRUE	30	17	29	21	Distal Intergenic	19	8697400	8698795	1396	2	284382	-3634	ENSG00000181786	ACTL9	actin like 9
148156_chr19_8832071_8833012	chr19	8832071	8833012	942	*	TRUE	TRUE	TRUE	TRUE	115	89	91	57	Promoter (<=1kb)	19	8806170	8832314	26145	2	148156	0	ENSG00000167785	ZNF558	zinc finger protein 558
57693_chr19_9140260_9140722	chr19	9140260	9140722	463	*	TRUE	TRUE	TRUE	TRUE	29	17	26	23	Promoter (<=1kb)	19	9140397	9163424	23028	1	57693	0	ENSG00000130803	ZNF317	zinc finger protein 317
374879_chr19_9309588_9310125	chr19	9309588	9310125	538	*	TRUE	TRUE	TRUE	TRUE	40	45	44	21	Promoter (<=1kb)	19	9291140	9309838	18699	2	374879	0	ENSG00000196110	ZNF699	zinc finger protein 699
100529215_chr19_9323939_9324532	chr19	9323939	9324532	594	*	TRUE	TRUE	TRUE	TRUE	31	27	34	31	Promoter (<=1kb)	19	9324174	9382617	58444	1	100529215	0	ENSG00000270011	ZNF559-ZNF177	ZNF559-ZNF177 readthrough
105372269_chr19_9435427_9435937	chr19	9435427	9435937	511	*	TRUE	TRUE	TRUE	FALSE	26	23	29	15	Promoter (<=1kb)	19	9435590	9462529	26940	1	105372269	0	ENSG00000287275	LOC105372269	endogenous retrovirus group K member 8 Gag polyprotein-like
54811_chr19_9674937_9675405	chr19	9674937	9675405	469	*	TRUE	TRUE	TRUE	FALSE	18	18	19	16	Promoter (<=1kb)	19	9641807	9675100	33294	2	54811	0	ENSG00000171466	ZNF562	zinc finger protein 562
